State,year_month,PRCP,EVAP,TMIN,TMAX
TN,2017-10,30.48,39.58,-50.0,333.0
TN,2017-11,28.75,14.0,0.0,233.0
TN,2018-01,0.0,0.0,-172.0,-11.0
TN,2018-03,47.0,64.55,-39.0,267.0
TN,2018-04,42.66,49.73,-39.0,289.0
TN,2018-05,34.7,57.9,11.0,344.0
TN,2018-06,37.29,67.67,106.0,356.0
TN,2018-07,30.35,65.39,133.0,361.0
TN,2018-08,28.28,54.58,117.0,361.0
TN,2018-09,49.11,45.98,100.0,372.0
TN,2018-10,25.34,29.39,-17.0,333.0
TN,2018-11,187.33,22.0,156.0,256.0
TN,2018-12,0.0,0.0,-22.0,28.0
TN,2019-01,0.0,0.0,-89.0,78.0
TN,2019-02,10.0,0.0,-61.0,178.0
TN,2019-03,28.67,0.0,-67.0,211.0
TN,2019-04,47.86,49.87,-67.0,311.0
TN,2019-05,27.89,54.85,39.0,344.0
TN,2019-06,41.54,57.71,61.0,361.0
TN,2019-07,49.45,60.59,106.0,356.0
TN,2019-08,26.56,54.83,111.0,367.0
TN,2019-09,4.03,53.77,89.0,372.0
TN,2019-10,53.83,32.95,-11.0,367.0
TN,2019-11,63.52,3.52,-111.0,200.0
TN,2019-12,28.89,0.0,-72.0,217.0
TN,2020-01,45.45,0.0,-111.0,206.0
TN,2020-02,63.37,0.0,-111.0,206.0
TN,2020-03,40.89,5.51,-72.0,278.0
TN,2020-04,49.55,37.63,-33.0,306.0
TN,2020-05,38.59,48.26,-11.0,328.0
TN,2020-06,29.09,61.13,67.0,344.0
TN,2020-07,34.94,69.94,144.0,356.0
TN,2020-08,36.52,61.02,122.0,367.0
TN,2020-09,30.54,39.78,44.0,339.0
TN,2020-10,30.85,38.09,-17.0,306.0
TN,2020-11,15.75,2.35,-61.0,256.0
TN,2020-12,34.06,0.0,-156.0,189.0
TN,2021-01,18.7,0.0,-89.0,172.0
TN,2021-02,41.03,0.0,-94.0,206.0
TN,2021-03,46.75,0.0,-72.0,250.0
TN,2021-04,25.22,107.23,-50.0,300.0
TN,2021-05,37.72,138.53,17.0,322.0
TN,2021-06,31.83,145.08,83.0,356.0
TN,2021-07,35.01,135.4,117.0,367.0
TN,2021-08,46.36,127.51,111.0,361.0
TN,2021-09,25.19,130.06,39.0,328.0
TN,2021-10,39.98,142.54,-6.0,311.0
TN,2021-11,14.22,72.98,-89.0,233.0
TN,2021-12,27.24,0.0,-67.0,233.0
TX,1992-01,28.7,18.87,-111.0,256.0
TX,1992-02,27.25,31.68,-39.0,306.0
TX,1992-03,18.27,44.98,-156.0,344.0
TX,1992-04,16.74,53.09,-17.0,372.0
TX,1992-05,31.8,56.27,33.0,372.0
TX,1992-06,30.36,75.56,56.0,422.0
TX,1992-07,17.73,84.8,117.0,428.0
TX,1992-08,13.13,72.69,83.0,406.0
TX,1992-09,13.68,66.77,39.0,406.0
TX,1992-10,7.02,52.03,0.0,372.0
TX,1992-11,27.29,34.61,-161.0,350.0
TX,1992-12,15.4,20.23,-61.0,306.0
TX,1993-01,20.22,20.39,-67.0,306.0
TX,1993-02,20.63,31.63,-61.0,344.0
TX,1993-03,21.92,44.24,-56.0,361.0
TX,1993-04,21.84,61.75,-6.0,389.0
TX,1993-05,23.45,64.81,-6.0,444.0
TX,1993-06,29.12,72.99,100.0,433.0
TX,1993-07,3.3,95.62,122.0,428.0
TX,1993-08,5.98,93.04,122.0,417.0
TX,1993-09,15.6,67.38,39.0,389.0
TX,1993-10,18.26,47.79,-44.0,372.0
TX,1993-11,13.51,30.64,-56.0,339.0
TX,1993-12,13.8,28.37,-156.0,311.0
TX,1994-01,12.01,26.38,-122.0,300.0
TX,1994-02,10.93,32.43,-61.0,339.0
TX,1994-03,16.72,45.71,-61.0,361.0
TX,1994-04,15.03,58.94,-22.0,372.0
TX,1994-05,31.31,56.27,-144.0,400.0
TX,1994-06,15.35,80.74,106.0,461.0
TX,1994-07,12.34,92.24,-106.0,439.0
TX,1994-08,14.85,78.94,122.0,433.0
TX,1994-09,20.49,61.89,39.0,389.0
TX,1994-10,27.69,43.39,6.0,367.0
TX,1994-11,13.45,31.48,-78.0,356.0
TX,1994-12,24.07,20.02,-67.0,333.0
TX,1995-01,14.09,26.82,-72.0,300.0
TX,1995-02,8.81,34.48,-44.0,328.0
TX,1995-03,18.81,41.39,-50.0,383.0
TX,1995-04,20.52,59.17,-39.0,406.0
TX,1995-05,26.32,67.34,-22.0,439.0
TX,1995-06,17.43,81.56,33.0,406.0
TX,1995-07,13.92,89.13,-328.0,456.0
TX,1995-08,17.43,76.96,-56.0,461.0
TX,1995-09,22.59,59.15,-456.0,406.0
TX,1995-10,8.48,56.68,-6.0,367.0
TX,1995-11,14.04,35.1,-67.0,344.0
TX,1995-12,9.38,27.2,-111.0,311.0
TX,1996-01,4.65,33.42,-106.0,328.0
TX,1996-02,2.95,49.72,-111.0,378.0
TX,1996-03,11.68,53.66,-106.0,378.0
TX,1996-04,14.38,76.39,-33.0,411.0
TX,1996-05,8.02,89.42,56.0,450.0
TX,1996-06,22.3,85.49,100.0,439.0
TX,1996-07,17.35,92.14,111.0,444.0
TX,1996-08,31.84,73.32,56.0,428.0
TX,1996-09,23.46,54.13,39.0,406.0
TX,1996-10,12.87,46.52,-50.0,400.0
TX,1996-11,20.28,33.76,-106.0,361.0
TX,1996-12,10.18,28.82,-94.0,322.0
TX,1997-01,9.02,29.55,-72.0,361.0
TX,1997-02,27.45,31.1,-67.0,344.0
TX,1997-03,20.34,43.36,-67.0,356.0
TX,1997-04,31.76,52.88,-61.0,383.0
TX,1997-05,25.41,61.74,39.0,378.0
TX,1997-06,30.88,72.66,67.0,417.0
TX,1997-07,8.44,88.14,106.0,439.0
TX,1997-08,15.77,81.32,117.0,428.0
TX,1997-09,13.03,72.51,67.0,406.0
TX,1997-10,23.13,46.02,-28.0,378.0
TX,1997-11,15.65,29.56,-50.0,361.0
TX,1997-12,20.11,27.07,-161.0,311.0
TX,1998-01,15.54,25.49,-67.0,311.0
TX,1998-02,26.89,35.16,-67.0,333.0
TX,1998-03,16.41,52.69,-78.0,378.0
TX,1998-04,6.46,69.27,-150.0,372.0
TX,1998-05,4.83,80.75,44.0,422.0
TX,1998-06,11.3,104.97,56.0,467.0
TX,1998-07,7.3,105.17,117.0,444.0
TX,1998-08,23.65,81.3,111.0,444.0
TX,1998-09,27.34,64.34,72.0,428.0
TX,1998-10,27.88,45.64,11.0,378.0
TX,1998-11,21.86,28.63,-28.0,367.0
TX,1998-12,21.24,24.55,-100.0,322.0
TX,1999-01,10.41,33.7,-144.0,333.0
TX,1999-02,2.82,41.85,-78.0,350.0
TX,1999-03,21.56,45.89,-39.0,378.0
TX,1999-04,14.97,64.99,-44.0,411.0
TX,1999-05,25.04,71.65,56.0,439.0
TX,1999-06,28.68,77.37,44.0,433.0
TX,1999-07,17.67,84.6,100.0,444.0
TX,1999-08,6.41,96.79,83.0,428.0
TX,1999-09,10.77,75.13,22.0,411.0
TX,1999-10,11.1,57.07,-28.0,378.0
TX,1999-11,3.35,43.69,-61.0,344.0
TX,1999-12,13.62,35.91,-161.0,367.0
TX,2000-01,9.85,40.37,-156.0,322.0
TX,2000-02,9.73,45.15,-67.0,361.0
TX,2000-03,17.58,52.86,-39.0,378.0
TX,2000-04,14.83,66.06,-28.0,394.0
TX,2000-05,23.25,83.62,22.0,450.0
TX,2000-06,33.88,76.13,89.0,422.0
TX,2000-07,3.7,102.55,139.0,433.0
TX,2000-08,3.62,101.18,78.0,450.0
TX,2000-09,9.01,85.45,11.0,456.0
TX,2000-10,21.92,47.58,-67.0,400.0
TX,2000-11,35.9,80.35,-61.0,344.0
TX,2000-12,11.85,24.5,-72.0,317.0
TX,2001-01,22.07,25.85,-100.0,317.0
TX,2001-02,17.4,30.67,-111.0,356.0
TX,2001-03,25.54,37.47,-50.0,339.0
TX,2001-04,9.11,57.91,-39.0,400.0
TX,2001-05,20.73,76.43,22.0,406.0
TX,2001-06,21.76,89.01,89.0,428.0
TX,2001-07,9.03,97.65,117.0,428.0
TX,2001-08,21.36,86.74,128.0,422.0
TX,2001-09,24.63,59.08,50.0,394.0
TX,2001-10,12.63,50.76,-61.0,367.0
TX,2001-11,19.92,34.23,-117.0,367.0
TX,2001-12,21.35,25.22,-89.0,289.0
TX,2002-01,7.08,30.7,-117.0,339.0
TX,2002-02,11.87,40.87,-89.0,333.0
TX,2002-03,16.06,51.55,-117.0,389.0
TX,2002-04,12.22,64.64,-50.0,394.0
TX,2002-05,17.9,77.84,44.0,417.0
TX,2002-06,20.01,85.18,94.0,433.0
TX,2002-07,31.53,73.75,128.0,417.0
TX,2002-08,11.87,83.9,128.0,461.0
TX,2002-09,18.17,65.79,61.0,383.0
TX,2002-10,36.62,39.16,-11.0,361.0
TX,2002-11,12.73,32.75,-39.0,317.0
TX,2002-12,28.4,28.67,-67.0,300.0
TX,2003-01,7.82,25.8,-67.0,317.0
TX,2003-02,27.48,29.21,-72.0,322.0
TX,2003-03,12.41,42.02,-61.0,350.0
TX,2003-04,6.67,65.37,-39.0,383.0
TX,2003-05,10.26,72.64,-178.0,422.0
TX,2003-06,28.2,79.1,-178.0,417.0
TX,2003-07,14.27,79.79,111.0,428.0
TX,2003-08,16.45,82.47,78.0,439.0
TX,2003-09,32.97,54.35,78.0,394.0
TX,2003-10,14.49,45.7,-178.0,367.0
TX,2003-11,13.53,36.24,-178.0,317.0
TX,2003-12,8.27,34.37,-122.0,333.0
TX,2004-01,17.5,25.59,-178.0,311.0
TX,2004-02,25.89,31.52,-178.0,317.0
TX,2004-03,14.33,44.01,-178.0,311.0
TX,2004-04,24.9,53.23,-28.0,339.0
TX,2004-05,18.37,68.72,11.0,400.0
TX,2004-06,45.26,73.55,11.0,411.0
TX,2004-07,12.05,77.4,94.0,428.0
TX,2004-08,19.43,73.53,111.0,411.0
TX,2004-09,16.53,59.5,61.0,383.0
TX,2004-10,26.44,43.13,17.0,372.0
TX,2004-11,41.1,30.35,-56.0,361.0
TX,2004-12,9.7,26.85,-100.0,317.0
TX,2005-01,15.01,27.18,-78.0,317.0
TX,2005-02,24.58,26.72,-72.0,333.0
TX,2005-03,12.19,50.78,-44.0,372.0
TX,2005-04,6.32,69.66,-44.0,428.0
TX,2005-05,18.22,70.16,17.0,433.0
TX,2005-06,6.75,90.73,100.0,433.0
TX,2005-07,21.43,86.9,117.0,439.0
TX,2005-08,19.48,78.97,117.0,422.0
TX,2005-09,9.13,75.94,-56.0,428.0
TX,2005-10,10.2,53.47,-39.0,378.0
TX,2005-11,7.78,47.61,-94.0,344.0
TX,2005-12,3.71,32.76,-106.0,328.0
TX,2006-01,9.58,45.07,-111.0,322.0
TX,2006-02,7.35,43.25,-106.0,339.0
TX,2006-03,10.84,61.1,-67.0,378.0
TX,2006-04,11.77,76.26,-56.0,394.0
TX,2006-05,15.58,88.11,28.0,433.0
TX,2006-06,14.6,95.06,-61.0,433.0
TX,2006-07,18.64,89.66,-72.0,433.0
TX,2006-08,11.79,96.96,122.0,417.0
TX,2006-09,23.92,66.9,-28.0,394.0
TX,2006-10,18.5,53.17,-28.0,367.0
TX,2006-11,5.69,41.04,-56.0,356.0
TX,2006-12,14.69,30.14,-106.0,344.0
TX,2007-01,26.65,24.55,-106.0,294.0
TX,2007-02,4.74,40.45,-111.0,361.0
TX,2007-03,17.92,49.59,-94.0,367.0
TX,2007-04,15.51,55.79,-44.0,372.0
TX,2007-05,32.81,60.31,28.0,394.0
TX,2007-06,33.14,74.36,-28.0,428.0
TX,2007-07,33.33,63.14,83.0,417.0
TX,2007-08,14.76,75.23,44.0,417.0
TX,2007-09,16.99,58.0,72.0,389.0
TX,2007-10,11.02,56.58,-56.0,378.0
TX,2007-11,8.08,39.28,-72.0,356.0
TX,2007-12,8.79,33.22,-100.0,333.0
TX,2008-01,11.72,33.54,-94.0,339.0
TX,2008-02,9.19,48.04,-178.0,378.0
TX,2008-03,15.5,60.79,-94.0,406.0
TX,2008-04,17.51,71.43,-67.0,400.0
TX,2008-05,16.02,82.27,-28.0,417.0
TX,2008-06,11.01,104.56,50.0,433.0
TX,2008-07,21.42,91.32,111.0,428.0
TX,2008-08,28.96,76.14,100.0,417.0
TX,2008-09,15.62,59.74,56.0,394.0
TX,2008-10,12.36,52.87,-33.0,350.0
TX,2008-11,8.84,41.6,-78.0,344.0
TX,2008-12,5.99,36.74,-117.0,333.0
TX,2009-01,4.36,36.91,-122.0,333.0
TX,2009-02,7.4,49.25,-94.0,372.0
TX,2009-03,16.36,59.58,-61.0,383.0
TX,2009-04,18.7,75.51,-72.0,383.0
TX,2009-05,19.84,73.5,22.0,411.0
TX,2009-06,9.77,95.89,78.0,428.0
TX,2009-07,18.38,100.56,94.0,433.0
TX,2009-08,10.93,93.07,111.0,428.0
TX,2009-09,30.77,56.99,11.0,394.0
TX,2009-10,36.86,45.19,-56.0,383.0
TX,2009-11,12.94,34.28,-83.0,322.0
TX,2009-12,19.21,23.3,-172.0,306.0
TX,2011-01,15.88,53.5,-183.0,311.0
TX,2011-02,5.69,57.56,-217.0,389.0
TX,2011-03,2.82,77.81,-56.0,372.0
TX,2011-04,8.21,104.74,-28.0,428.0
TX,2011-05,12.84,108.56,-28.0,439.0
TX,2011-06,10.29,133.64,78.0,450.0
TX,2011-07,7.65,128.98,139.0,439.0
TX,2011-08,6.39,126.86,150.0,439.0
TX,2011-09,9.08,110.14,61.0,417.0
TX,2011-10,11.21,84.04,-17.0,372.0
TX,2011-11,9.3,70.08,-56.0,350.0
TX,2011-12,23.51,49.78,-139.0,300.0
TX,2012-01,15.83,59.34,-100.0,311.0
TX,2012-02,22.78,63.65,-83.0,311.0
TX,2012-03,22.35,75.49,-67.0,350.0
TX,2012-04,11.41,88.98,-56.0,417.0
TX,2012-05,21.19,93.09,22.0,433.0
TX,2012-06,16.84,108.25,44.0,433.0
TX,2012-07,24.69,121.03,28.0,439.0
TX,2012-08,12.33,109.98,111.0,444.0
TX,2012-09,20.78,109.07,44.0,417.0
TX,2012-10,7.8,88.85,-50.0,400.0
TX,2012-11,4.24,95.57,-94.0,350.0
TX,2012-12,11.8,57.75,-156.0,322.0
TX,2013-01,19.46,90.42,-122.0,333.0
TX,2013-02,12.46,87.76,-111.0,344.0
TX,2013-03,6.34,96.25,-178.0,389.0
TX,2013-04,19.27,98.87,-100.0,406.0
TX,2013-05,24.47,110.93,-61.0,406.0
TX,2013-06,18.26,116.57,-178.0,428.0
TX,2013-07,23.91,132.67,100.0,417.0
TX,2013-08,11.6,121.58,117.0,433.0
TX,2013-09,33.57,108.43,50.0,406.0
TX,2013-10,22.99,94.59,-17.0,367.0
TX,2013-11,17.22,86.5,-178.0,339.0
TX,2013-12,16.32,86.14,-128.0,317.0
TX,2014-01,5.56,88.24,-128.0,294.0
TX,2014-02,9.08,82.46,-144.0,328.0
TX,2014-03,11.68,78.11,-122.0,367.0
TX,2014-04,10.7,87.77,-44.0,433.0
TX,2014-05,26.94,93.32,-17.0,400.0
TX,2014-06,22.18,95.38,72.0,428.0
TX,2014-07,17.87,120.14,-178.0,422.0
TX,2014-08,14.53,101.1,117.0,428.0
TX,2014-09,23.8,76.54,50.0,400.0
TX,2014-10,16.99,64.94,11.0,372.0
TX,2014-11,24.51,36.18,-117.0,317.0
TX,2014-12,12.84,22.19,-111.0,311.0
TX,2015-01,23.4,26.49,-111.0,311.0
TX,2015-02,12.36,40.46,-94.0,322.0
TX,2015-03,33.38,56.85,-100.0,333.0
TX,2015-04,34.76,56.5,-22.0,350.0
TX,2015-05,67.34,61.45,-172.0,389.0
TX,2015-06,29.87,75.31,-6.0,394.0
TX,2015-07,10.84,103.73,122.0,422.0
TX,2015-08,10.64,119.21,67.0,417.0
TX,2015-09,15.12,74.37,100.0,400.0
TX,2015-10,33.26,62.24,33.0,372.0
TX,2015-11,34.98,36.34,-78.0,356.0
TX,2015-12,18.84,31.11,-117.0,339.0
TX,2016-01,11.29,29.85,-106.0,322.0
TX,2016-02,11.55,43.63,-133.0,356.0
TX,2016-03,30.4,61.49,-61.0,372.0
TX,2016-04,33.86,81.58,-33.0,378.0
TX,2016-05,27.34,94.06,0.0,394.0
TX,2016-06,26.48,107.72,56.0,406.0
TX,2016-07,7.65,121.96,144.0,433.0
TX,2016-08,38.52,119.25,100.0,428.0
TX,2016-09,19.83,86.68,44.0,411.0
TX,2016-10,6.72,74.16,0.0,378.0
TX,2016-11,21.34,57.91,-78.0,361.0
TX,2016-12,19.92,31.75,-189.0,322.0
TX,2017-01,21.73,42.91,-122.0,356.0
TX,2017-02,17.57,45.56,-89.0,394.0
TX,2017-03,19.85,69.2,-44.0,367.0
TX,2017-04,28.77,86.83,-17.0,428.0
TX,2017-05,21.88,92.71,-39.0,406.0
TX,2017-06,30.4,107.17,78.0,444.0
TX,2017-07,20.21,109.8,128.0,428.0
TX,2017-08,50.53,94.48,94.0,422.0
TX,2017-09,15.7,86.13,72.0,400.0
TX,2017-10,14.5,71.22,-22.0,344.0
TX,2017-11,12.04,56.56,-72.0,339.0
TX,2017-12,24.97,31.15,-100.0,300.0
TX,2018-01,12.33,30.19,-178.0,333.0
TX,2018-02,44.84,29.97,-111.0,306.0
TX,2018-03,26.13,55.04,-67.0,350.0
TX,2018-04,12.13,68.34,-78.0,372.0
TX,2018-05,16.26,100.55,50.0,417.0
TX,2018-06,23.73,122.6,106.0,439.0
TX,2018-07,18.43,98.89,122.0,439.0
TX,2018-08,16.88,110.86,122.0,406.0
TX,2018-09,56.51,85.77,56.0,389.0
TX,2018-10,66.88,71.65,-28.0,356.0
TX,2018-11,30.85,32.83,-67.0,322.0
TX,2018-12,44.07,25.9,-72.0,322.0
TX,2019-01,21.97,23.74,-117.0,283.0
TX,2019-02,17.31,29.8,-144.0,322.0
TX,2019-03,13.9,71.75,-100.0,361.0
TX,2019-04,39.29,96.4,-72.0,367.0
TX,2019-05,59.65,96.95,17.0,356.0
TX,2019-06,47.6,121.24,11.0,400.0
TX,2019-07,11.13,124.21,122.0,428.0
TX,2019-08,13.89,121.69,106.0,456.0
TX,2019-09,20.86,106.7,111.0,400.0
TX,2019-10,35.1,53.99,-89.0,372.0
TX,2019-11,15.82,33.81,-89.0,317.0
TX,2019-12,12.73,92.76,-111.0,322.0
TX,2020-01,26.08,23.92,-100.0,344.0
TX,2020-02,28.11,31.37,-133.0,311.0
TX,2020-03,34.74,72.78,-39.0,350.0
TX,2020-04,22.85,86.01,-56.0,394.0
TX,2020-05,36.92,99.52,22.0,417.0
TX,2020-06,22.71,105.94,33.0,422.0
TX,2020-07,20.95,92.11,128.0,456.0
TX,2020-08,14.96,94.77,111.0,439.0
TX,2020-09,41.97,54.2,6.0,400.0
TX,2020-10,11.38,51.42,-44.0,389.0
TX,2020-11,14.17,37.54,-50.0,328.0
TX,2020-12,21.08,29.91,-78.0,306.0
TX,2021-01,19.85,27.41,-78.0,311.0
TX,2021-02,12.43,30.42,-217.0,350.0
TX,2021-03,14.9,53.04,-56.0,361.0
TX,2021-04,21.83,60.6,-44.0,411.0
TX,2021-05,69.49,54.03,-44.0,428.0
TX,2021-06,34.35,74.72,6.0,422.0
TX,2021-07,41.12,68.9,122.0,400.0
TX,2021-08,21.55,77.48,89.0,417.0
TX,2021-09,15.01,168.07,44.0,411.0
TX,2021-10,25.76,57.82,6.0,389.0
TX,2021-11,18.21,36.45,-56.0,344.0
TX,2021-12,7.55,32.19,-67.0,333.0
UT,1992-03,19.3,23.93,-22.0,183.0
UT,1992-04,1.95,56.03,-44.0,344.0
UT,1992-05,9.1,74.02,-17.0,350.0
UT,1992-06,4.05,94.8,11.0,394.0
UT,1992-07,7.06,88.74,-72.0,417.0
UT,1992-08,4.19,83.86,-33.0,406.0
UT,1992-09,4.23,64.52,-28.0,378.0
UT,1992-10,12.84,40.18,-39.0,333.0
UT,1993-03,3.39,33.56,-39.0,233.0
UT,1993-04,8.2,50.88,-56.0,294.0
UT,1993-05,13.39,71.68,-17.0,367.0
UT,1993-06,7.83,88.29,-89.0,406.0
UT,1993-07,6.83,100.1,-128.0,400.0
UT,1993-08,8.32,81.23,6.0,422.0
UT,1993-09,3.61,66.12,-17.0,361.0
UT,1993-10,16.89,31.73,-56.0,333.0
UT,1994-04,14.13,51.01,-22.0,322.0
UT,1994-05,5.01,69.55,-33.0,372.0
UT,1994-06,1.06,97.83,-111.0,433.0
UT,1994-07,1.39,89.32,-94.0,450.0
UT,1994-08,5.3,81.59,33.0,417.0
UT,1994-09,5.47,61.3,-122.0,367.0
UT,1994-10,21.62,31.05,-39.0,283.0
UT,1995-04,17.78,32.81,-28.0,244.0
UT,1995-05,26.55,51.08,-6.0,311.0
UT,1995-06,15.87,73.53,0.0,378.0
UT,1995-07,5.5,79.96,33.0,422.0
UT,1995-08,5.03,78.96,33.0,411.0
UT,1995-09,4.83,59.16,-61.0,406.0
UT,1995-10,1.35,39.59,-67.0,306.0
UT,1996-04,11.57,40.64,-61.0,300.0
UT,1996-05,14.63,58.86,-67.0,367.0
UT,1996-06,3.18,77.43,33.0,400.0
UT,1996-07,6.29,86.18,56.0,406.0
UT,1996-08,3.48,75.06,17.0,444.0
UT,1996-09,14.44,49.39,-72.0,389.0
UT,1996-10,7.3,34.55,-94.0,322.0
UT,1997-03,1.44,35.11,-22.0,222.0
UT,1997-04,19.61,38.48,-33.0,261.0
UT,1997-05,14.57,55.04,-11.0,350.0
UT,1997-06,12.51,72.79,17.0,378.0
UT,1997-07,9.65,71.67,33.0,406.0
UT,1997-08,15.89,65.41,61.0,367.0
UT,1997-09,18.79,44.08,0.0,333.0
UT,1997-10,12.13,31.71,-33.0,311.0
UT,1998-04,10.93,49.05,-28.0,306.0
UT,1998-05,11.58,67.33,-17.0,333.0
UT,1998-06,19.98,78.44,0.0,406.0
UT,1998-07,4.06,84.97,-17.0,422.0
UT,1998-08,5.94,76.11,44.0,433.0
UT,1998-09,7.12,51.65,-6.0,356.0
UT,1998-10,9.82,32.9,-33.0,300.0
UT,1999-03,0.96,43.96,-56.0,250.0
UT,1999-04,25.56,38.7,-72.0,294.0
UT,1999-05,14.82,59.22,-39.0,339.0
UT,1999-06,8.83,78.75,-11.0,383.0
UT,1999-07,8.11,85.33,44.0,406.0
UT,1999-08,7.62,68.63,44.0,367.0
UT,1999-09,2.29,49.46,-22.0,350.0
UT,1999-10,0.19,38.57,-39.0,311.0
UT,2000-04,4.95,58.28,-22.0,339.0
UT,2000-05,6.48,67.24,-11.0,389.0
UT,2000-06,2.8,81.37,0.0,383.0
UT,2000-07,3.23,92.21,33.0,411.0
UT,2000-08,12.33,73.82,61.0,406.0
UT,2000-09,10.72,53.05,-33.0,372.0
UT,2000-10,13.24,35.52,-28.0,333.0
UT,2001-04,12.03,55.58,-28.0,317.0
UT,2001-05,1.71,68.97,-50.0,372.0
UT,2001-06,3.45,86.89,-106.0,400.0
UT,2001-07,2.8,92.7,50.0,411.0
UT,2001-08,5.2,73.95,67.0,400.0
UT,2001-09,1.56,62.32,-11.0,378.0
UT,2001-10,2.97,41.57,-28.0,339.0
UT,2002-04,8.58,55.79,-17.0,294.0
UT,2002-05,1.64,71.94,-67.0,406.0
UT,2002-06,1.43,97.81,-17.0,417.0
UT,2002-07,1.96,98.21,72.0,439.0
UT,2002-08,1.74,85.52,39.0,428.0
UT,2002-09,19.44,52.67,-6.0,378.0
UT,2002-10,12.94,26.17,-39.0,272.0
UT,2003-04,11.22,51.46,-33.0,278.0
UT,2003-05,10.72,71.25,-28.0,400.0
UT,2003-06,7.97,88.94,17.0,389.0
UT,2003-07,1.12,120.96,83.0,467.0
UT,2003-08,5.2,82.57,78.0,417.0
UT,2003-09,5.2,55.84,-28.0,378.0
UT,2003-10,4.06,43.18,0.0,333.0
UT,2004-04,13.46,54.26,-17.0,289.0
UT,2004-05,6.37,79.01,-17.0,333.0
UT,2004-06,8.88,86.94,0.0,400.0
UT,2004-07,2.71,98.12,56.0,411.0
UT,2004-08,4.24,82.97,28.0,394.0
UT,2004-09,12.04,54.29,-17.0,361.0
UT,2004-10,40.74,25.23,11.0,289.0
UT,2005-04,31.13,38.76,-22.0,261.0
UT,2005-05,22.51,58.91,11.0,372.0
UT,2005-06,17.39,94.1,17.0,394.0
UT,2005-07,0.13,97.35,72.0,406.0
UT,2005-08,3.72,74.91,22.0,367.0
UT,2005-09,6.83,52.75,33.0,356.0
UT,2005-10,13.78,25.04,-11.0,306.0
UT,2006-04,28.63,42.7,-28.0,278.0
UT,2006-05,3.33,71.28,11.0,356.0
UT,2006-06,7.59,143.77,67.0,367.0
UT,2006-07,5.74,118.65,100.0,400.0
UT,2006-08,12.53,101.64,78.0,361.0
UT,2006-09,24.2,73.38,6.0,367.0
UT,2006-10,15.52,18.52,-22.0,289.0
UT,2006-11,7.71,9.0,-44.0,239.0
UT,2007-04,7.9,38.93,-6.0,306.0
UT,2007-05,7.93,79.93,-11.0,322.0
UT,2007-06,6.85,125.38,33.0,372.0
UT,2007-07,2.51,116.06,106.0,394.0
UT,2007-08,4.76,131.43,72.0,389.0
UT,2007-09,10.8,60.25,0.0,356.0
UT,2007-10,15.16,21.81,-22.0,278.0
UT,2007-11,2.77,13.27,-67.0,228.0
UT,2008-03,6.87,22.03,-67.0,206.0
UT,2008-04,2.47,40.37,-56.0,272.0
UT,2008-05,14.52,51.65,-11.0,333.0
UT,2008-06,3.81,96.14,50.0,367.0
UT,2008-07,2.55,82.94,133.0,383.0
UT,2008-08,1.34,71.81,111.0,383.0
UT,2008-09,8.12,66.95,39.0,311.0
UT,2008-10,12.0,20.77,-33.0,300.0
UT,2009-03,8.87,22.68,-72.0,233.0
UT,2009-04,39.67,34.2,-33.0,267.0
UT,2009-05,15.35,102.88,17.0,333.0
UT,2009-06,17.18,60.45,50.0,361.0
UT,2009-07,1.14,94.7,56.0,389.0
UT,2009-08,6.47,87.67,39.0,372.0
UT,2009-09,8.12,78.31,0.0,339.0
UT,2009-10,9.61,19.45,-22.0,272.0
UT,2009-11,7.27,15.4,-39.0,244.0
UT,2009-12,4.0,0.0,-211.0,-83.0
UT,2011-03,0.0,0.0,-67.0,122.0
UT,2011-04,20.08,57.12,-61.0,256.0
UT,2011-05,42.77,67.08,-11.0,283.0
UT,2011-06,9.93,73.93,22.0,367.0
UT,2011-07,15.38,78.28,94.0,378.0
UT,2011-08,7.62,85.81,78.0,383.0
UT,2011-09,3.54,71.73,50.0,350.0
UT,2011-10,14.25,55.45,-61.0,294.0
UT,2012-01,0.0,0.0,-122.0,11.0
UT,2012-02,0.0,0.0,-139.0,6.0
UT,2012-04,1.08,113.08,-17.0,306.0
UT,2012-05,2.4,100.13,-17.0,333.0
UT,2012-06,0.0,100.54,33.0,378.0
UT,2012-07,5.11,84.89,106.0,394.0
UT,2012-08,0.8,81.48,94.0,378.0
UT,2012-09,11.53,65.98,33.0,333.0
UT,2012-10,4.58,38.08,6.0,283.0
UT,2012-11,0.0,0.0,-67.0,100.0
UT,2013-04,0.0,97.83,-28.0,272.0
UT,2013-05,4.62,154.25,-44.0,322.0
UT,2013-06,0.0,168.9,56.0,378.0
UT,2013-07,1.17,92.88,100.0,378.0
UT,2013-08,7.43,93.86,94.0,350.0
UT,2013-09,15.81,54.67,11.0,339.0
UT,2014-01,0.0,0.0,-139.0,0.0
UT,2014-04,0.0,27.25,-28.0,217.0
UT,2014-05,7.56,63.33,-22.0,339.0
UT,2014-06,6.25,87.34,6.0,356.0
UT,2014-07,5.6,98.26,50.0,367.0
UT,2014-08,22.0,67.04,56.0,350.0
UT,2014-09,11.02,51.62,22.0,333.0
UT,2014-10,4.0,33.43,0.0,228.0
UT,2015-05,27.19,40.29,44.0,328.0
UT,2015-06,5.64,88.4,72.0,394.0
